Product,State,zip3,length
Credit card or prepaid card,CT,680,896
Credit card or prepaid card,CA,900,1815
Credit card or prepaid card,AL,356,2969
Credit card or prepaid card,OK,734,261
Credit card or prepaid card,CO,806,89
Credit card or prepaid card,GA,303,229
Mortgage,NE,0,1925
Credit card or prepaid card,GA,300,506
Credit card or prepaid card,NY,0,1244
Credit card or prepaid card,CA,946,5324
Credit card or prepaid card,CA,919,109
Credit card or prepaid card,IN,465,693
Credit card or prepaid card,CA,921,1760
Credit card or prepaid card,GA,302,1401
Mortgage,CT,0,4148
Credit card or prepaid card,MA,21,379
Credit card or prepaid card,CA,917,1091
Credit card or prepaid card,LA,705,802
Credit card or prepaid card,CA,913,642
Mortgage,AZ,852,93
Mortgage,CA,956,410
Credit card or prepaid card,TN,370,1889
Mortgage,RI,0,3924
Mortgage,CA,913,1261
Credit card or prepaid card,TX,750,272
Vehicle loan or lease,GA,0,565
Credit card or prepaid card,CA,0,1381
Mortgage,CA,926,7954
Credit card or prepaid card,GA,0,250
Credit card or prepaid card,OK,731,319
Credit card or prepaid card,CA,949,1984
Credit card or prepaid card,GA,314,241
Credit card or prepaid card,OR,970,1275
Mortgage,TX,0,4696
Credit card or prepaid card,UT,841,544
Credit card or prepaid card,MD,212,2106
Credit card or prepaid card,PA,190,93
Credit card or prepaid card,FL,335,2799
Mortgage,NY,103,1231
Credit card or prepaid card,NY,0,380
Credit card or prepaid card,NV,891,2104
Credit card or prepaid card,PA,183,1087
Mortgage,DE,199,4621
Credit card or prepaid card,FL,338,172
Credit card or prepaid card,NV,0,777
Credit card or prepaid card,NY,112,4181
Credit card or prepaid card,NJ,70,897
Vehicle loan or lease,CO,801,1594
Credit card or prepaid card,VA,232,752
Mortgage,NJ,70,3383
Mortgage,NV,0,1969
Credit card or prepaid card,FL,326,378
Credit card or prepaid card,NC,287,345
Mortgage,OR,971,5037
Mortgage,TX,775,2842
Credit card or prepaid card,CA,0,250
Mortgage,FL,333,458
Credit card or prepaid card,AR,727,511
Mortgage,MI,483,1117
Mortgage,NY,0,923
Credit card or prepaid card,GA,314,1413
Mortgage,IL,602,5114
Credit card or prepaid card,SC,296,2806
Mortgage,FL,328,136
Student loan,IN,0,4345
Vehicle loan or lease,MA,0,752
Mortgage,FL,334,2771
Credit card or prepaid card,CA,0,382
Mortgage,CA,925,1420
Mortgage,IN,0,883
Mortgage,TX,0,2817
Credit card or prepaid card,PR,949,190
Credit card or prepaid card,GA,303,1830
Credit card or prepaid card,NM,870,149
Credit card or prepaid card,OR,970,662
Mortgage,PA,190,533
Credit card or prepaid card,OR,0,318
Mortgage,NC,276,1098
Credit card or prepaid card,FL,0,496
Credit card or prepaid card,NV,891,2350
Credit card or prepaid card,FL,347,845
Credit card or prepaid card,NC,277,1683
Credit card or prepaid card,TX,750,1207
Credit card or prepaid card,TX,751,701
Mortgage,NJ,0,1848
Mortgage,FL,331,1284
Credit card or prepaid card,NV,890,2391
Mortgage,TX,770,737
Credit card or prepaid card,IL,606,3567
Credit card or prepaid card,NY,104,329
Student loan,MO,0,342
Credit card or prepaid card,CA,940,609
Credit card or prepaid card,NJ,0,2259
Credit card or prepaid card,None,0,1028
Credit card or prepaid card,None,0,1686
Credit card or prepaid card,TX,773,1124
Mortgage,NY,115,1438
Vehicle loan or lease,CA,945,677
Vehicle loan or lease,NJ,88,232
Credit card or prepaid card,MI,481,392
Mortgage,TX,770,763
Vehicle loan or lease,CO,0,1134
Student loan,NJ,0,936
Vehicle loan or lease,PA,196,1124
Credit card or prepaid card,TX,750,2263
Credit card or prepaid card,FL,334,906
Mortgage,CA,925,7257
Credit card or prepaid card,NJ,73,390
Credit card or prepaid card,PA,0,790
Vehicle loan or lease,MO,0,647
Credit card or prepaid card,IL,604,926
Credit card or prepaid card,TX,782,1416
Mortgage,AZ,853,527
Credit card or prepaid card,IL,613,54
Mortgage,IN,0,2510
Mortgage,MN,0,1369
Mortgage,WA,981,2161
Credit card or prepaid card,KY,0,847
Mortgage,CA,908,3355
Credit card or prepaid card,CA,956,1803
Mortgage,IN,462,136
Student loan,FL,338,1697
Credit card or prepaid card,CA,917,350
Mortgage,VA,225,773
Credit card or prepaid card,CA,913,2555
Credit card or prepaid card,PA,0,1748
Mortgage,TX,750,1738
Credit card or prepaid card,FL,321,2724
Vehicle loan or lease,FL,349,694
Credit card or prepaid card,MA,0,4419
Credit card or prepaid card,FL,0,817
Credit card or prepaid card,TX,787,1649
Credit card or prepaid card,CA,902,374
Mortgage,ID,836,2086
Student loan,PA,189,675
Student loan,CA,953,1198
Credit card or prepaid card,NJ,0,5005
Credit card or prepaid card,MA,20,1395
Mortgage,TX,770,1329
Credit card or prepaid card,CT,60,835
Vehicle loan or lease,FL,330,674
Credit card or prepaid card,KS,660,708
Credit card or prepaid card,FL,339,1673
Credit card or prepaid card,CA,945,1708
Credit card or prepaid card,FL,334,979
Student loan,MI,480,1593
Vehicle loan or lease,IL,604,1084
Student loan,GA,303,732
Mortgage,TN,370,169
Credit card or prepaid card,MS,0,2632
Vehicle loan or lease,PR,698,120
Credit card or prepaid card,CA,941,1641
Credit card or prepaid card,None,0,1859
Credit card or prepaid card,OK,0,614
Credit card or prepaid card,NJ,0,371
Credit card or prepaid card,NY,100,460
Vehicle loan or lease,SC,0,2179
Mortgage,NE,0,813
Vehicle loan or lease,VA,232,2650
Credit card or prepaid card,MN,0,2614
Vehicle loan or lease,GA,301,1421
Credit card or prepaid card,MA,20,3488
Credit card or prepaid card,PA,191,895
Mortgage,CA,958,4846
Student loan,MD,207,732
Credit card or prepaid card,VA,226,702
Credit card or prepaid card,OH,441,300
Student loan,MA,0,1169
Credit card or prepaid card,ND,585,1682
Credit card or prepaid card,LA,0,895
Mortgage,CA,933,1604
Credit card or prepaid card,CA,0,512
Credit card or prepaid card,OH,442,1357
Credit card or prepaid card,FL,0,661
Credit card or prepaid card,NM,871,415
Mortgage,TX,0,576
Mortgage,NC,275,2314
Credit card or prepaid card,CO,805,1273
Credit card or prepaid card,TX,770,1266
Credit card or prepaid card,CA,914,1122
Credit card or prepaid card,AZ,850,608
Credit card or prepaid card,CO,804,457
Mortgage,CA,957,619
Mortgage,TX,0,1780
Mortgage,CA,949,1541
Vehicle loan or lease,TX,787,2525
Mortgage,AZ,850,919
Credit card or prepaid card,CA,0,665
Credit card or prepaid card,TN,372,316
Credit card or prepaid card,NV,890,15255
Credit card or prepaid card,NV,891,134
Credit card or prepaid card,NV,891,1972
Mortgage,NV,897,908
Credit card or prepaid card,IL,622,440
Mortgage,None,0,1439
Credit card or prepaid card,WI,547,242
Credit card or prepaid card,IN,0,461
Credit card or prepaid card,CA,900,444
Mortgage,CA,928,1199
Credit card or prepaid card,GA,305,187
Credit card or prepaid card,MD,211,942
Vehicle loan or lease,NY,0,2985
Credit card or prepaid card,CO,802,259
Mortgage,FL,336,1401
Credit card or prepaid card,MA,0,2614
Credit card or prepaid card,NJ,77,1617
Credit card or prepaid card,UT,840,867
Student loan,WI,532,620
Mortgage,AZ,857,1172
Credit card or prepaid card,GA,300,979
Credit card or prepaid card,TX,770,1388
Credit card or prepaid card,LA,0,486
Credit card or prepaid card,NJ,70,1000
Mortgage,SC,299,597
Credit card or prepaid card,TN,379,550
Credit card or prepaid card,VA,0,937
Mortgage,MD,209,859
Credit card or prepaid card,GA,0,1079
Credit card or prepaid card,NJ,71,1195
Mortgage,FL,0,703
Credit card or prepaid card,CA,941,2413
Credit card or prepaid card,NY,117,311
Mortgage,FL,347,573
Credit card or prepaid card,KY,410,1364
Mortgage,PA,184,5715
Vehicle loan or lease,NC,282,833
Student loan,MI,0,1183
Credit card or prepaid card,CA,959,875
Mortgage,CA,917,2662
Credit card or prepaid card,PA,174,1064
Credit card or prepaid card,VA,221,1198
Credit card or prepaid card,OH,0,375
Mortgage,IL,0,1057
Mortgage,FL,325,840
Mortgage,NC,275,605
Credit card or prepaid card,MD,212,411
Mortgage,CO,0,3535
Credit card or prepaid card,CA,0,770
Credit card or prepaid card,CA,941,191
Student loan,GA,300,655
Credit card or prepaid card,PA,166,80
Credit card or prepaid card,FL,320,371
Credit card or prepaid card,CA,957,2331
Credit card or prepaid card,AZ,857,1488
Credit card or prepaid card,CA,958,1968
Credit card or prepaid card,NY,109,216
Credit card or prepaid card,WA,980,587
Credit card or prepaid card,TX,787,789
Credit card or prepaid card,CO,800,702
Credit card or prepaid card,IL,600,1054
Mortgage,NY,103,1233
Vehicle loan or lease,DE,0,1582
Credit card or prepaid card,PA,190,1229
Mortgage,LA,704,1532
Mortgage,CA,922,387
Credit card or prepaid card,NY,112,1454
Credit card or prepaid card,CA,905,1260
Credit card or prepaid card,KY,421,252
Credit card or prepaid card,MA,197,203
Credit card or prepaid card,NC,270,2178
Mortgage,VA,220,801
Credit card or prepaid card,MA,27,241
Credit card or prepaid card,NV,890,289
Student loan,TX,770,1607
Credit card or prepaid card,CA,0,85
Vehicle loan or lease,CA,945,768
Credit card or prepaid card,MD,0,75
Credit card or prepaid card,NY,0,1832
Student loan,WI,549,482
Mortgage,GA,301,165
Credit card or prepaid card,CO,0,601
Credit card or prepaid card,IL,617,464
Mortgage,IN,0,1478
Credit card or prepaid card,MS,391,581
Mortgage,CA,953,1182
Credit card or prepaid card,GA,300,838
Vehicle loan or lease,OH,448,277
Vehicle loan or lease,PA,190,1135
Credit card or prepaid card,CO,801,301
Student loan,CA,939,2007
Credit card or prepaid card,IL,0,1207
Student loan,NJ,0,863
Mortgage,MN,554,1242
Credit card or prepaid card,CA,915,4407
Credit card or prepaid card,AL,0,38
Credit card or prepaid card,FL,331,2532
Credit card or prepaid card,GA,300,5264
Credit card or prepaid card,NY,112,307
Mortgage,MN,0,1761
Student loan,CO,800,862
Mortgage,DE,199,466
Credit card or prepaid card,FL,334,903
Credit card or prepaid card,TX,774,717
Vehicle loan or lease,AZ,852,729
Mortgage,CA,921,2436
Credit card or prepaid card,LA,0,168
Credit card or prepaid card,NC,282,552
Credit card or prepaid card,MA,17,316
Credit card or prepaid card,FL,346,581
Credit card or prepaid card,AL,363,1091
Credit card or prepaid card,MS,391,7719
Credit card or prepaid card,MA,18,407
Mortgage,GA,300,2089
Mortgage,MD,212,1583
Credit card or prepaid card,IL,604,1072
Credit card or prepaid card,CA,956,1388
Vehicle loan or lease,None,0,816
Mortgage,PA,150,2881
Mortgage,NJ,88,540
Credit card or prepaid card,CA,0,582
Credit card or prepaid card,LA,0,515
Mortgage,IL,0,2775
Credit card or prepaid card,CA,900,530
Mortgage,CA,913,1137
Credit card or prepaid card,NY,112,2257
Mortgage,OR,972,832
Mortgage,FL,331,1139
Credit card or prepaid card,VA,0,1576
Credit card or prepaid card,FL,334,979
Credit card or prepaid card,LA,700,1636
Mortgage,CA,920,1543
Credit card or prepaid card,SC,290,1647
Credit card or prepaid card,OH,445,278
Mortgage,TX,750,711
Vehicle loan or lease,MI,483,367
Credit card or prepaid card,IN,0,445
Credit card or prepaid card,GA,315,505
Mortgage,CA,913,3285
Credit card or prepaid card,NY,0,908
Credit card or prepaid card,CA,953,772
Credit card or prepaid card,NY,112,1046
Mortgage,CO,800,1124
Mortgage,MD,212,298
Credit card or prepaid card,DE,199,2727
Credit card or prepaid card,MD,209,2051
Mortgage,MA,23,940
Mortgage,FL,342,1209
Mortgage,CA,900,1252
Credit card or prepaid card,NJ,73,331
Credit card or prepaid card,WI,548,1034
Mortgage,AK,995,1777
Credit card or prepaid card,VA,232,126
Mortgage,WA,0,830
Credit card or prepaid card,MI,0,1437
Credit card or prepaid card,PA,0,4354
Credit card or prepaid card,FL,0,5939
Credit card or prepaid card,NV,891,584
Mortgage,IN,479,2426
Mortgage,MA,23,243
Mortgage,FL,325,1242
Credit card or prepaid card,NJ,0,154
Credit card or prepaid card,CA,919,240
Credit card or prepaid card,NJ,0,1648
Vehicle loan or lease,CO,802,735
Mortgage,CO,801,2648
Mortgage,VA,238,551
Vehicle loan or lease,NY,117,3184
Student loan,OR,972,1306
Credit card or prepaid card,AZ,853,787
Mortgage,CA,956,1446
Credit card or prepaid card,CA,0,813
Mortgage,FL,0,1637
Credit card or prepaid card,CT,647,434
Credit card or prepaid card,MD,207,2062
Mortgage,OK,0,2136
Mortgage,AZ,850,4050
Credit card or prepaid card,FL,0,595
Mortgage,CA,922,491
Credit card or prepaid card,IL,605,1368
Student loan,PA,189,998
Vehicle loan or lease,FL,0,1903
Vehicle loan or lease,CA,945,240
Credit card or prepaid card,WI,532,2934
Credit card or prepaid card,OH,440,814
Student loan,MA,23,238
Credit card or prepaid card,NJ,88,705
Credit card or prepaid card,OR,973,528
Vehicle loan or lease,CA,951,889
Credit card or prepaid card,VA,245,679
Credit card or prepaid card,CA,956,1942
Mortgage,WA,983,3839
Credit card or prepaid card,CA,906,476
Mortgage,NJ,88,7626
Credit card or prepaid card,IL,600,1076
Credit card or prepaid card,NY,0,642
Mortgage,MD,208,2003
Mortgage,TX,756,2547
Mortgage,VA,0,2082
Credit card or prepaid card,MA,21,255
Vehicle loan or lease,OH,450,2056
Mortgage,PA,191,3471
Mortgage,CA,0,900
Mortgage,TX,774,926
Mortgage,FL,335,3048
Mortgage,CA,917,380
Vehicle loan or lease,FL,321,2554
Mortgage,OR,0,1232
Credit card or prepaid card,CA,902,1605
Mortgage,CA,945,1110
Mortgage,GA,303,2612
Credit card or prepaid card,OH,444,1294
Mortgage,DE,199,5048
Mortgage,CA,930,2324
Credit card or prepaid card,MD,0,497
Credit card or prepaid card,CA,959,151
Credit card or prepaid card,TX,796,545
Credit card or prepaid card,WI,531,2425
Vehicle loan or lease,FL,346,679
Student loan,FL,333,418
Mortgage,MD,206,10178
Mortgage,MN,551,1763
Mortgage,ID,0,934
Mortgage,GA,0,1069
Credit card or prepaid card,VA,221,567
Mortgage,DC,200,347
Credit card or prepaid card,WI,0,533
Vehicle loan or lease,GA,303,696
Credit card or prepaid card,CO,804,1408
Credit card or prepaid card,NY,100,394
Mortgage,NC,276,1753
Mortgage,FL,0,1224
Credit card or prepaid card,SC,294,1225
Credit card or prepaid card,NJ,70,154
Credit card or prepaid card,NC,285,336
Mortgage,NH,306,673
Credit card or prepaid card,CT,65,211
Student loan,PA,0,593
Mortgage,FL,0,1767
Mortgage,MI,494,626
Credit card or prepaid card,CA,913,748
Vehicle loan or lease,FL,334,134
Mortgage,VA,201,666
Credit card or prepaid card,CA,926,331
Credit card or prepaid card,CA,900,690
Mortgage,IL,613,2543
Credit card or prepaid card,GA,314,210
Mortgage,TN,380,790
Mortgage,NJ,0,855
Credit card or prepaid card,MN,550,575
Credit card or prepaid card,NY,112,3188
Credit card or prepaid card,VA,233,1542
Student loan,PA,0,1032
Mortgage,UT,844,2354
Mortgage,MD,217,1062
Credit card or prepaid card,MD,208,627
Credit card or prepaid card,FL,344,1304
Credit card or prepaid card,CA,919,721
Vehicle loan or lease,MA,0,1451
Vehicle loan or lease,DE,199,1263
Mortgage,CA,956,4704
Mortgage,PA,152,704
Mortgage,WA,0,1381
Credit card or prepaid card,OH,441,1583
Mortgage,AR,0,1944
Mortgage,DE,198,1199
Credit card or prepaid card,AZ,855,1895
Credit card or prepaid card,PA,0,1247
Mortgage,LA,700,1416
Credit card or prepaid card,NV,891,592
Credit card or prepaid card,OK,0,1133
Student loan,CA,0,1522
Credit card or prepaid card,NY,140,787
Mortgage,IL,601,3486
Credit card or prepaid card,MA,0,1793
Mortgage,NC,285,2509
Vehicle loan or lease,MD,207,1001
Credit card or prepaid card,TX,786,424
Credit card or prepaid card,TX,782,459
Mortgage,FL,328,151
Credit card or prepaid card,CO,0,1549
Vehicle loan or lease,KY,0,502
Credit card or prepaid card,NJ,88,2834
Mortgage,NJ,0,773
Student loan,IN,0,1335
Credit card or prepaid card,NY,117,803
Mortgage,CA,913,4891
Mortgage,AR,0,2944
Mortgage,VA,233,1564
Credit card or prepaid card,NY,103,536
Credit card or prepaid card,MD,208,505
Vehicle loan or lease,LA,0,1301
Mortgage,TN,379,1269
Mortgage,CO,800,240
Credit card or prepaid card,CO,805,768
Vehicle loan or lease,PA,180,3129
Vehicle loan or lease,VA,236,852
Mortgage,NH,0,1224
Vehicle loan or lease,TX,0,706
Credit card or prepaid card,CA,930,954
Student loan,PA,190,229
Mortgage,NC,288,808
Mortgage,MA,0,798
Mortgage,CO,801,283
Vehicle loan or lease,CA,950,208
Mortgage,NC,280,854
Student loan,MD,209,352
Mortgage,KY,402,3766
Credit card or prepaid card,VA,0,810
Mortgage,VA,221,1132
Credit card or prepaid card,NY,100,240
Mortgage,MD,207,1701
Mortgage,IL,625,2099
Credit card or prepaid card,FL,331,967
Credit card or prepaid card,CA,914,2836
Vehicle loan or lease,FL,331,738
Credit card or prepaid card,CA,0,2621
Credit card or prepaid card,LA,708,5475
Credit card or prepaid card,TX,775,5959
Credit card or prepaid card,WI,531,2426
Credit card or prepaid card,NJ,73,663
Mortgage,TX,782,1046
Credit card or prepaid card,FL,346,1968
Mortgage,FL,331,1141
Mortgage,CO,800,2158
Mortgage,FL,329,2090
Mortgage,FL,322,574
Credit card or prepaid card,CA,900,1407
Mortgage,UT,840,1013
Mortgage,NY,103,1597
Mortgage,GA,0,614
Mortgage,CA,912,2323
Mortgage,CA,940,3662
Mortgage,CO,802,868
Credit card or prepaid card,OR,973,1523
Mortgage,OK,731,1317
Credit card or prepaid card,CA,941,710
Mortgage,MO,0,875
Mortgage,HI,967,1428
Mortgage,CA,935,2697
Mortgage,MI,488,2006
Vehicle loan or lease,PA,191,847
Credit card or prepaid card,CA,918,1106
Credit card or prepaid card,DC,200,410
Mortgage,ME,0,12614
Credit card or prepaid card,MO,0,172
Vehicle loan or lease,CA,913,1258
Mortgage,CA,0,1546
Credit card or prepaid card,CA,921,854
Vehicle loan or lease,OH,452,1228
Credit card or prepaid card,OK,740,817
Student loan,OH,454,1175
Credit card or prepaid card,TX,750,631
Credit card or prepaid card,FL,335,889
Vehicle loan or lease,MD,212,288
Credit card or prepaid card,IN,465,2634
Mortgage,IL,604,702
Credit card or prepaid card,CA,0,1932
Credit card or prepaid card,NV,891,1306
Credit card or prepaid card,NY,115,718
Credit card or prepaid card,MA,212,238
Mortgage,FL,335,1058
Mortgage,IL,604,859
Vehicle loan or lease,RI,0,710
Vehicle loan or lease,TX,770,860
